Client_ID,Risk_Profile,Target_Equity,Target_Debt,Target_Cash
C4556,Aggressive,80,15,5
C4557,Conservative,40,40,20
C4558,Conservative,40,40,20
C4559,Conservative,40,40,20
C4560,Aggressive,80,15,5
C4561,Conservative,40,40,20
C4562,Moderate,60,30,10
C4563,Moderate,60,30,10
C4564,Aggressive,80,15,5
C4565,Conservative,40,40,20
C4566,Moderate,60,30,10
C4567,Conservative,40,40,20
C4568,Moderate,60,30,10
C4569,Moderate,60,30,10
C4570,Moderate,60,30,10
C4571,Aggressive,80,15,5
C4572,Aggressive,80,15,5
C4573,Conservative,40,40,20
C4574,Moderate,60,30,10
C4575,Conservative,40,40,20
C4576,Moderate,60,30,10
C4577,Moderate,60,30,10
C4578,Moderate,60,30,10
C4579,Aggressive,80,15,5
C4580,Conservative,40,40,20
C4581,Moderate,60,30,10
C4582,Conservative,40,40,20
C4583,Conservative,40,40,20
C4584,Conservative,40,40,20
C4585,Conservative,40,40,20
C4586,Moderate,60,30,10
C4587,Moderate,60,30,10
C4588,Moderate,60,30,10
C4589,Conservative,40,40,20
C4590,Moderate,60,30,10
C4591,Aggressive,80,15,5
C4592,Conservative,40,40,20
C4593,Conservative,40,40,20
C4594,Moderate,60,30,10
C4595,Conservative,40,40,20
C4596,Conservative,40,40,20
C4597,Moderate,60,30,10
C4598,Moderate,60,30,10
C4599,Moderate,60,30,10
C4600,Conservative,40,40,20
C4601,Aggressive,80,15,5
C4602,Moderate,60,30,10
C4603,Conservative,40,40,20
C4604,Conservative,40,40,20
C4605,Moderate,60,30,10
C4606,Moderate,60,30,10
C4607,Aggressive,80,15,5
C4608,Moderate,60,30,10
C4609,Moderate,60,30,10
C4610,Moderate,60,30,10
C4611,Moderate,60,30,10
C4612,Moderate,60,30,10
C4613,Conservative,40,40,20
C4614,Conservative,40,40,20
C4615,Conservative,40,40,20
C4616,Aggressive,80,15,5
C4617,Moderate,60,30,10
C4618,Conservative,40,40,20
C4619,Conservative,40,40,20
C4620,Conservative,40,40,20
C4621,Moderate,60,30,10
C4622,Aggressive,80,15,5
C4623,Conservative,40,40,20
C4624,Conservative,40,40,20
C4625,Conservative,40,40,20
C4626,Moderate,60,30,10
C4627,Moderate,60,30,10
C4628,Moderate,60,30,10
C4629,Conservative,40,40,20
C4630,Moderate,60,30,10
C4631,Aggressive,80,15,5
C4632,Aggressive,80,15,5
C4633,Moderate,60,30,10
C4634,Conservative,40,40,20
C4635,Aggressive,80,15,5
C4636,Conservative,40,40,20
C4637,Moderate,60,30,10
C4638,Aggressive,80,15,5
C4639,Aggressive,80,15,5
C4640,Aggressive,80,15,5
C4641,Moderate,60,30,10
C4642,Aggressive,80,15,5
C4643,Aggressive,80,15,5
C4644,Moderate,60,30,10
C4645,Moderate,60,30,10
C4646,Conservative,40,40,20
C4647,Conservative,40,40,20
C4648,Moderate,60,30,10
C4649,Conservative,40,40,20
C4650,Moderate,60,30,10
C4651,Moderate,60,30,10
C4652,Moderate,60,30,10
C4653,Aggressive,80,15,5
C4654,Aggressive,80,15,5
C4655,Moderate,60,30,10
C4656,Aggressive,80,15,5
C4657,Moderate,60,30,10
C4658,Conservative,40,40,20
C4659,Moderate,60,30,10
C4660,Aggressive,80,15,5
C4661,Conservative,40,40,20
C4662,Conservative,40,40,20
C4663,Aggressive,80,15,5
C4664,Aggressive,80,15,5
C4665,Conservative,40,40,20
C4666,Moderate,60,30,10
C4667,Moderate,60,30,10
C4668,Conservative,40,40,20
C4669,Moderate,60,30,10
C4670,Aggressive,80,15,5
C4671,Conservative,40,40,20
C4672,Moderate,60,30,10
C4673,Conservative,40,40,20
C4674,Moderate,60,30,10
C4675,Aggressive,80,15,5
C4676,Conservative,40,40,20
C4677,Moderate,60,30,10
C4678,Aggressive,80,15,5
C4679,Aggressive,80,15,5
C4680,Conservative,40,40,20
C4681,Moderate,60,30,10
C4682,Aggressive,80,15,5
C4683,Aggressive,80,15,5
C4684,Aggressive,80,15,5
C4685,Moderate,60,30,10
C4686,Aggressive,80,15,5
C4687,Conservative,40,40,20
C4688,Moderate,60,30,10
C4689,Moderate,60,30,10
C4690,Moderate,60,30,10
C4691,Moderate,60,30,10
C4692,Aggressive,80,15,5
C4693,Moderate,60,30,10
C4694,Moderate,60,30,10
C4695,Conservative,40,40,20
C4696,Moderate,60,30,10
C4697,Conservative,40,40,20
C4698,Conservative,40,40,20
C4699,Moderate,60,30,10
C4700,Moderate,60,30,10
C4701,Conservative,40,40,20
C4702,Conservative,40,40,20
C4703,Conservative,40,40,20
C4704,Aggressive,80,15,5
C4705,Conservative,40,40,20
C4706,Aggressive,80,15,5
C4707,Aggressive,80,15,5
C4708,Conservative,40,40,20
C4709,Moderate,60,30,10
C4710,Conservative,40,40,20
C4711,Moderate,60,30,10
C4712,Moderate,60,30,10
C4713,Aggressive,80,15,5
C4714,Conservative,40,40,20
C4715,Moderate,60,30,10
C4716,Conservative,40,40,20
C4717,Aggressive,80,15,5
C4718,Aggressive,80,15,5
C4719,Moderate,60,30,10
C4720,Aggressive,80,15,5
C4721,Aggressive,80,15,5
C4722,Moderate,60,30,10
C4723,Conservative,40,40,20
C4724,Aggressive,80,15,5
C4725,Moderate,60,30,10
C4726,Moderate,60,30,10
C4727,Aggressive,80,15,5
C4728,Conservative,40,40,20
C4729,Aggressive,80,15,5
C4730,Moderate,60,30,10
C4731,Conservative,40,40,20
C4732,Conservative,40,40,20
C4733,Aggressive,80,15,5
C4734,Conservative,40,40,20
C4735,Conservative,40,40,20
C4736,Conservative,40,40,20
C4737,Conservative,40,40,20
C4738,Moderate,60,30,10
C4739,Conservative,40,40,20
C4740,Conservative,40,40,20
C4741,Moderate,60,30,10
C4742,Moderate,60,30,10
C4743,Aggressive,80,15,5
C4744,Conservative,40,40,20
C4745,Conservative,40,40,20
C4746,Conservative,40,40,20
C4747,Aggressive,80,15,5
C4748,Aggressive,80,15,5
C4749,Conservative,40,40,20
C4750,Conservative,40,40,20
C4751,Aggressive,80,15,5
C4752,Moderate,60,30,10
C4753,Aggressive,80,15,5
C4754,Aggressive,80,15,5
C4755,Moderate,60,30,10
C4756,Moderate,60,30,10
C4757,Conservative,40,40,20
C4758,Moderate,60,30,10
C4759,Aggressive,80,15,5
C4760,Moderate,60,30,10
C4761,Conservative,40,40,20
C4762,Moderate,60,30,10
C4763,Moderate,60,30,10
C4764,Aggressive,80,15,5
C4765,Aggressive,80,15,5
C4766,Moderate,60,30,10
C4767,Moderate,60,30,10
C4768,Aggressive,80,15,5
C4769,Conservative,40,40,20
C4770,Conservative,40,40,20
C4771,Conservative,40,40,20
C4772,Conservative,40,40,20
C4773,Aggressive,80,15,5
C4774,Conservative,40,40,20
C4775,Moderate,60,30,10
C4776,Aggressive,80,15,5
C4777,Aggressive,80,15,5
C4778,Aggressive,80,15,5
C4779,Conservative,40,40,20
C4780,Conservative,40,40,20
C4781,Conservative,40,40,20
C4782,Conservative,40,40,20
C4783,Conservative,40,40,20
C4784,Aggressive,80,15,5
C4785,Moderate,60,30,10
C4786,Conservative,40,40,20
C4787,Conservative,40,40,20
C4788,Conservative,40,40,20
C4789,Moderate,60,30,10
C4790,Moderate,60,30,10
C4791,Moderate,60,30,10
C4792,Aggressive,80,15,5
C4793,Moderate,60,30,10
C4794,Conservative,40,40,20
C4795,Conservative,40,40,20
C4796,Conservative,40,40,20
C4797,Aggressive,80,15,5
C4798,Conservative,40,40,20
C4799,Conservative,40,40,20
C4800,Conservative,40,40,20
C4801,Moderate,60,30,10
C4802,Moderate,60,30,10
C4803,Conservative,40,40,20
C4804,Moderate,60,30,10
C4805,Conservative,40,40,20
C4806,Aggressive,80,15,5
C4807,Aggressive,80,15,5
C4808,Conservative,40,40,20
C4809,Conservative,40,40,20
C4810,Moderate,60,30,10
C4811,Aggressive,80,15,5
C4812,Moderate,60,30,10
C4813,Conservative,40,40,20
C4814,Moderate,60,30,10
C4815,Moderate,60,30,10
C4816,Moderate,60,30,10
C4817,Moderate,60,30,10
C4818,Conservative,40,40,20
C4819,Moderate,60,30,10
C4820,Aggressive,80,15,5
C4821,Moderate,60,30,10
C4822,Moderate,60,30,10
C4823,Moderate,60,30,10
C4824,Moderate,60,30,10
C4825,Aggressive,80,15,5
C4826,Moderate,60,30,10
C4827,Aggressive,80,15,5
C4828,Conservative,40,40,20
C4829,Aggressive,80,15,5
C4830,Aggressive,80,15,5
C4831,Moderate,60,30,10
C4832,Aggressive,80,15,5
C4833,Aggressive,80,15,5
C4834,Moderate,60,30,10
C4835,Aggressive,80,15,5
C4836,Moderate,60,30,10
C4837,Conservative,40,40,20
C4838,Moderate,60,30,10
C4839,Moderate,60,30,10
C4840,Aggressive,80,15,5
C4841,Aggressive,80,15,5
C4842,Conservative,40,40,20
C4843,Moderate,60,30,10
C4844,Conservative,40,40,20
C4845,Aggressive,80,15,5
C4846,Conservative,40,40,20
C4847,Aggressive,80,15,5
C4848,Aggressive,80,15,5
C4849,Moderate,60,30,10
C4850,Moderate,60,30,10
C4851,Moderate,60,30,10
C4852,Moderate,60,30,10
C4853,Conservative,40,40,20
C4854,Aggressive,80,15,5
C4855,Conservative,40,40,20
C4856,Aggressive,80,15,5
C4857,Conservative,40,40,20
C4858,Aggressive,80,15,5
C4859,Aggressive,80,15,5
C4860,Aggressive,80,15,5
C4861,Aggressive,80,15,5
C4862,Aggressive,80,15,5
C4863,Moderate,60,30,10
C4864,Conservative,40,40,20
C4865,Aggressive,80,15,5
C4866,Conservative,40,40,20
C4867,Aggressive,80,15,5
C4868,Moderate,60,30,10
C4869,Moderate,60,30,10
C4870,Conservative,40,40,20
C4871,Conservative,40,40,20
C4872,Conservative,40,40,20
C4873,Conservative,40,40,20
C4874,Aggressive,80,15,5
C4875,Conservative,40,40,20
C4876,Moderate,60,30,10
C4877,Aggressive,80,15,5
C4878,Aggressive,80,15,5
C4879,Moderate,60,30,10
C4880,Aggressive,80,15,5
C4881,Conservative,40,40,20
C4882,Moderate,60,30,10
C4883,Aggressive,80,15,5
C4884,Conservative,40,40,20
C4885,Aggressive,80,15,5
C4886,Conservative,40,40,20
C4887,Moderate,60,30,10
C4888,Conservative,40,40,20
C4889,Conservative,40,40,20
C4890,Aggressive,80,15,5
C4891,Conservative,40,40,20
C4892,Aggressive,80,15,5
C4893,Moderate,60,30,10
C4894,Aggressive,80,15,5
C4895,Moderate,60,30,10
C4896,Moderate,60,30,10
C4897,Moderate,60,30,10
C4898,Conservative,40,40,20
C4899,Moderate,60,30,10
C4900,Aggressive,80,15,5
C4901,Moderate,60,30,10
C4902,Moderate,60,30,10
C4903,Conservative,40,40,20
C4904,Conservative,40,40,20
C4905,Conservative,40,40,20
C4906,Conservative,40,40,20
C4907,Conservative,40,40,20
C4908,Conservative,40,40,20
C4909,Aggressive,80,15,5
C4910,Aggressive,80,15,5
C4911,Conservative,40,40,20
C4912,Conservative,40,40,20
C4913,Conservative,40,40,20
C4914,Conservative,40,40,20
C4915,Conservative,40,40,20
C4916,Conservative,40,40,20
C4917,Conservative,40,40,20
C4918,Aggressive,80,15,5
C4919,Conservative,40,40,20
C4920,Conservative,40,40,20
C4921,Moderate,60,30,10
C4922,Conservative,40,40,20
C4923,Conservative,40,40,20
C4924,Aggressive,80,15,5
C4925,Aggressive,80,15,5
C4926,Moderate,60,30,10
C4927,Moderate,60,30,10
C4928,Aggressive,80,15,5
C4929,Aggressive,80,15,5
C4930,Aggressive,80,15,5
C4931,Conservative,40,40,20
C4932,Aggressive,80,15,5
C4933,Moderate,60,30,10
C4934,Aggressive,80,15,5
C4935,Conservative,40,40,20
C4936,Conservative,40,40,20
C4937,Moderate,60,30,10
C4938,Conservative,40,40,20
C4939,Aggressive,80,15,5
C4940,Conservative,40,40,20
C4941,Aggressive,80,15,5
C4942,Moderate,60,30,10
C4943,Aggressive,80,15,5
C4944,Moderate,60,30,10
C4945,Conservative,40,40,20
C4946,Aggressive,80,15,5
C4947,Aggressive,80,15,5
C4948,Conservative,40,40,20
C4949,Aggressive,80,15,5
C4950,Moderate,60,30,10
C4951,Moderate,60,30,10
C4952,Aggressive,80,15,5
C4953,Conservative,40,40,20
C4954,Aggressive,80,15,5
C4955,Aggressive,80,15,5
C4956,Moderate,60,30,10
C4957,Moderate,60,30,10
C4958,Aggressive,80,15,5
C4959,Aggressive,80,15,5
C4960,Aggressive,80,15,5
C4961,Moderate,60,30,10
C4962,Aggressive,80,15,5
C4963,Aggressive,80,15,5
C4964,Aggressive,80,15,5
C4965,Aggressive,80,15,5
C4966,Moderate,60,30,10
C4967,Conservative,40,40,20
C4968,Aggressive,80,15,5
C4969,Moderate,60,30,10
C4970,Aggressive,80,15,5
C4971,Moderate,60,30,10
C4972,Conservative,40,40,20
C4973,Conservative,40,40,20
C4974,Aggressive,80,15,5
C4975,Moderate,60,30,10
C4976,Aggressive,80,15,5
C4977,Moderate,60,30,10
C4978,Aggressive,80,15,5
C4979,Aggressive,80,15,5
C4980,Conservative,40,40,20
C4981,Aggressive,80,15,5
C4982,Conservative,40,40,20
C4983,Moderate,60,30,10
C4984,Conservative,40,40,20
C4985,Aggressive,80,15,5
C4986,Moderate,60,30,10
C4987,Moderate,60,30,10
C4988,Conservative,40,40,20
C4989,Moderate,60,30,10
C4990,Aggressive,80,15,5
C4991,Moderate,60,30,10
C4992,Conservative,40,40,20
C4993,Moderate,60,30,10
C4994,Aggressive,80,15,5
C4995,Moderate,60,30,10
C4996,Moderate,60,30,10
C4997,Aggressive,80,15,5
C4998,Moderate,60,30,10
C4999,Aggressive,80,15,5
C5000,Moderate,60,30,10
